product_id,product_position,promotion,product_category,seasonal,quantity,brand,sku,name,description,price,currency,gender,total_revenue,count
110075,Front of Store,1,Clothing,Yes,2185,Zara,320771732-800-2,WOOL BLEND FELT TEXTURE JACKET,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,159.0,USD,MAN,347415.0,1
132322,Front of Store,1,Clothing,No,2135,Zara,289179723-020-2,PRINTED DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.,12.99,USD,MAN,27733.65,1
199631,Front of Store,1,Clothing,No,1269,Zara,327747299-800-2,STRUCTURED TWILL OVERSHIRT,Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.,89.9,USD,MAN,114083.1,1
182306,Front of Store,1,Clothing,No,2805,Zara,317782501-701-2,COTTON OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and side hip pockets. Front button closure.,89.9,USD,MAN,252169.50000000003,1
194915,Aisle,1,Clothing,No,1796,Zara,311282298-099-2,REVERSIBLE PLAID OVERSHIRT,Relaxed fit reversible overshirt. Italian collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,79.9,USD,MAN,143500.40000000002,1
131298,End-cap,1,Clothing,No,2133,Zara,322612356-505-2,PLAID OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect. Front button closure.,69.9,USD,MAN,149096.7,1
168571,Aisle,1,Clothing,No,1778,Zara,311282631-712-2,POCKET OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with adjustable button cuffs. Welt pockets at hip. Front zip hidden by a snap button flap.,89.9,USD,MAN,159842.2,1
154224,End-cap,1,Clothing,No,2474,Zara,329282612-401-2,100% LINEN OVERSHIRT,Relaxed fit overshirt made of linen fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,89.9,USD,MAN,222412.6,1
171061,Aisle,1,Clothing,Yes,2032,Zara,320026789-714-2,PLAID OVERSHIRT,Relaxed fit overshirt made of viscose blend fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,MAN,121716.8,1
119049,Aisle,1,Clothing,Yes,1659,Zara,323216360-406-2,POCKET DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Washed effect. Front button closure.,89.9,USD,MAN,149144.1,1
158781,End-cap,1,Clothing,Yes,2443,Zara,318209963-800-2,FAUX SUEDE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves. Chest patch pocket. Front snap button closure.,69.9,USD,MAN,170765.7,1
151438,Aisle,1,Clothing,Yes,1137,Zara,316727555-700-2,PLAID OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Front zip closure.,69.9,USD,MAN,79476.3,1
152871,End-cap,1,Clothing,Yes,1847,Zara,312571093-710-2,TEXTURED POCKET OVERSHIRT,Overshirt made of diagonal textured cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,USD,MAN,129105.30000000002,1
126806,End-cap,1,Clothing,Yes,2404,Zara,330290387-401-2,POCKET OVERSHIRT,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,109.0,USD,MAN,262036.0,1
134104,End-cap,1,Clothing,Yes,1466,Zara,313027279-800-2,OVERSHIRT,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,MAN,87813.4,1
120266,Front of Store,1,Clothing,No,2328,Zara,320671529-802-2,PLAID OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,59.9,USD,MAN,139447.19999999998,1
173550,End-cap,1,Clothing,Yes,1431,Zara,323646471-802-2,POCKET OVERSHIRT,Overshirt with lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,MAN,85716.9,1
175927,End-cap,1,Clothing,Yes,1506,Zara,312978838-611-2,ZIPPERED WOOL BLEND OVERSHIRT,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,109.0,USD,MAN,164154.0,1
154278,End-cap,1,Clothing,Yes,2749,Zara,336446858-822-2,GEOMETRIC JACQUARD OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,89.9,USD,MAN,247135.1,1
183537,Front of Store,1,Clothing,Yes,2434,Zara,281883711-071-2,PAINT PRINT OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with snap button cuffs. Chest patch pockets. Side vents at hem. Front snap button closure.,19.99,USD,MAN,48655.659999999996,1
150424,Front of Store,1,Clothing,Yes,2067,Zara,313008692-514-2,PADDED CORDUROY OVERSHIRT,Overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and in-seam pockets at side hip. Front snap button closure.,79.9,USD,MAN,165153.30000000002,1
183825,Aisle,1,Clothing,Yes,2989,Zara,281593208-015-2,PLAID TIE DYE OVERSHIRT,Regular fit overshirt made of cotton. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,19.99,USD,MAN,59750.10999999999,1
144012,Front of Store,1,Clothing,No,743,Zara,314937772-710-2,OVERSHIRT WITH CONTRASTING TOPSTITCHING,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Contrasting topstitching all over the garment. Front button closure.,59.9,USD,MAN,44505.7,1
147051,Front of Store,1,Clothing,No,2325,Zara,320278659-251-2,QUILTED STRUCTURED OVERSHIRT,Regular fit overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and welt pockets at hip. Front button closure.,109.0,USD,MAN,253425.0,1
185800,End-cap,1,Clothing,Yes,1841,Zara,321993245-500-2,TECHNICAL OVERSHIRT,Regular fit overshirt with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Front button closure.,109.0,USD,MAN,200669.0,1
197524,Aisle,1,Clothing,Yes,2231,Zara,330590505-500-2,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,49.9,USD,MAN,111326.9,1
148823,Aisle,1,Clothing,Yes,2211,Zara,320680326-107-39,SUEDE FISHERMAN SANDALS,Fisherman sandals. Made of leather with a suede finish. Crossed straps at front. Buckled ankle strap closure. Slightly chunky soles.,89.9,USD,MAN,198768.90000000002,1
114550,End-cap,1,Clothing,No,2114,Zara,311292244-800-39,ZIPPER MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Front zip closure. Back pull tab for ease. Chunky soles with irregular design.,69.9,USD,MAN,147768.6,1
125398,Aisle,1,Clothing,Yes,1350,Zara,311307610-400-39,SUEDE LACELESS SNEAKERS,Slip on sneakers. Made of leather with a suede finish. Upper in a combination of pieces. Chunky sole.,69.9,USD,MAN,94365.00000000001,1
123985,End-cap,1,Clothing,No,2240,Zara,311302877-203-39,MULTICOLOR SNEAKERS,Sneakers. Combination of colors and pieces at upper. Lacing with six pairs of eyelets. Chunky rubber sole with irregular design.,69.9,USD,MAN,156576.0,1
186638,End-cap,1,Clothing,No,1296,Zara,311302598-500-39,RETRO RUNNING SNEAKERS,Running shoes. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky lug soles. Retro-inspired design.,59.9,USD,MAN,77630.4,1
167281,End-cap,1,Clothing,Yes,892,Zara,311297328-800-39,SUEDE HIGH-TOPS,High top sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky tonal sole.,59.9,USD,MAN,53430.799999999996,1
118578,End-cap,1,Clothing,Yes,1678,Zara,311302865-804-39,SUEDE STRAP SANDALS,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,49.9,USD,MAN,83732.2,1
174041,End-cap,1,Clothing,No,2016,Zara,311307489-203-39,MULTIPIECE SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with seven pairs of eyelets. Chunky sole with a combination of colors. Retro-inspired design.,49.9,USD,MAN,100598.4,1
127644,Front of Store,1,Clothing,Yes,1498,Zara,311287075-120-39,TOPSTITCH SNEAKERS,Sneakers. Pieces and topstitching at upper. Lacing with six pairs of eyelets. Contrasting slightly chunky soles.,45.9,USD,MAN,68758.2,1
132007,Aisle,1,Clothing,Yes,2491,Zara,276378605-515-39,RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Quilted back piece. Chunky sole. Retro style.,9.99,USD,MAN,24885.09,1
147998,Aisle,1,Clothing,No,2556,Zara,277776476-700-39,RETRO HIGH TOP SNEAKERS,High-top sneakers. Upper in a combination of pieces. Laces with ten pairs of eyelets. Chunky sole.,9.99,USD,MAN,25534.440000000002,1
176666,Aisle,1,Clothing,No,2852,Zara,313381662-202-39,MULTI-PIECED RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with six pairs of eyelets. Textured chunky soles. Retro style.,45.9,USD,MAN,130906.8,1
193686,Aisle,1,Clothing,No,1899,Zara,311292343-700-39,TASSEL LEATHER LOAFERS,Loafers. Made of leather. Smooth upper with ruching at toe. Decorative fringed tassels at instep. Rounded shape. Welt around upper. Chunky lug soles.,99.9,USD,MAN,189710.1,1
163610,Front of Store,1,Clothing,No,2466,Zara,311309627-805-39,MOC-TOE SUEDE BOOTS,Suede leather boots. Ridged seam detail at upper. Lacing with two pairs of eyelets. Welt around upper. Slightly chunky sole.,89.9,USD,MAN,221693.40000000002,1
170364,Aisle,1,Clothing,No,818,Zara,315851805-800-39,STRAP SANDALS,Sandals with two straps. The thin straps hug the instep. Slightly chunky sole.,45.9,USD,MAN,37546.2,1
167599,Aisle,1,Clothing,No,1500,Zara,311292644-400-39,SUEDE RETRO SNEAKERS,Sneakers. Made of leather. Combination of finishes and materials at upper. Lacing with seven pairs of eyelets. Chunky sole in a combination of colors. Retro-inspired design.,59.9,USD,MAN,89850.0,1
166421,End-cap,1,Clothing,No,2878,Zara,311302552-800-39,HIKING BOOTS,Lace-up boots. Upper in a combination of pieces and finishes. Laces with metal appliqués and seven pairs of eyelets. Welt detail around upper. Rounded shape. Chunky lug soles.,79.9,USD,MAN,229952.2,1
129247,Front of Store,1,Clothing,No,2386,Zara,311302532-102-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Laces with five pairs of eyelets. Chunky soles.,69.9,USD,MAN,166781.40000000002,1
127314,End-cap,1,Clothing,Yes,2076,Zara,311287147-723-39,FAUX SHEARLING LINED SUEDE BOOTS,Ankle boots. Made of leather with a suede finish. Faux shearling interior and side detail. Rounded shape. Welt around upper. Back pull tab. Chunky lug soles.,99.9,USD,MAN,207392.40000000002,1
111979,Front of Store,1,Clothing,No,2734,Zara,311307332-202-39,CHUNKY SNEAKERS,Sneakers. Upper in a combination of pieces and textures. Shoelaces with six pairs of eyelets at different heights. Chunky irregular design soles. Retro-inspired design.,59.9,USD,MAN,163766.6,1
120354,Aisle,1,Clothing,No,2836,Zara,311282293-131-39,DOUBLE STRAP SUEDE SANDALS,Sandals. Made of leather with a suede finish. Two wide straps at instep with buckles. Insole with anatomical shaped footbed. Welt around upper. Chunky lug soles.,59.9,USD,MAN,169876.4,1
144848,Front of Store,1,Clothing,No,2193,Zara,311287149-800-39,CHUNKY SOLE CANVAS LACE-UP BOOTS,High shaft boots. Lacing with eight pairs of eyelets. Back pull tab for ease. Rounded shape. Chunky lug soles.,89.9,USD,MAN,197150.7,1
111957,Aisle,1,Clothing,No,2164,Zara,311307624-500-39,SUEDE PENNY LOAFERS,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,89.9,USD,MAN,194543.6,1
160763,Front of Store,1,Clothing,Yes,991,Zara,311282212-800-39,ADHERENT STRIPES SNEAKERS,Sneakers. Monochromatic. Upper in a combination of pieces. Closure with three adhesive straps. Slightly chunky sole.,45.9,USD,MAN,45486.9,1
168270,End-cap,1,Clothing,Yes,1525,Zara,311292281-203-39,MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Chunky soles with irregular design. Lug soles. Trek style.,69.9,USD,MAN,106597.50000000001,1
195082,Front of Store,1,Clothing,No,923,Zara,311302515-800-39,CHUNKY SOLE HIGH TOP SNEAKERS,High top sneakers. Lacing with nine pairs of eyelets. Contrasting foxing around the upper. Chunky rubberized soles.,69.9,USD,MAN,64517.700000000004,1
110329,Front of Store,1,Clothing,Yes,2397,Zara,314937773-800-39,CONTRAST SOLE LEATHER SNEAKERS,Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.,69.9,USD,MAN,167550.30000000002,1
147449,End-cap,1,Clothing,No,1191,Zara,316608794-802-39,SUEDE RUNNING SNEAKERS,Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.,69.9,USD,MAN,83250.90000000001,1
193332,Aisle,1,Clothing,No,1237,Zara,319205037-800-39,WOVEN LEATHER SLIDES,Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.,49.9,USD,MAN,61726.299999999996,1
146804,Aisle,1,Clothing,No,1504,Zara,311307495-131-39,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.,69.9,USD,MAN,105129.6,1
188909,Aisle,1,Clothing,Yes,2863,Zara,336449731-712-1,ASYMMETRIC CROPPED KNIT SWEATER,Woven V-neckline long sleeve sweater. Asymmetric hem.,39.9,USD,WOMAN,114233.7,1
165910,End-cap,1,Clothing,No,2760,Zara,313890651-712-2,KNIT SWEATER WITH PEARLS,Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.,69.9,USD,WOMAN,192924.00000000003,1
136738,Front of Store,1,Clothing,Yes,542,Zara,287414911-803-2,HIGH COLLAR KNIT SWEATER,Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.,7.99,USD,WOMAN,4330.58,1
144497,End-cap,1,Clothing,Yes,1105,Zara,342171615-104-2,STRIPED KNIT SWEATER,Sweater with high collar and long sleeves. Front zip closure.,49.9,USD,WOMAN,55139.5,1
135036,End-cap,1,Clothing,No,1435,Zara,314152967-485-2,CABLE KNIT METALLIC SWEATER,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,49.9,USD,WOMAN,71606.5,1
166331,Aisle,1,Clothing,Yes,2877,Zara,324186867-642-2,ASYMMETRICAL WOOL AND SILK BLEND SWEATER,Wool and silk blend sweater. Asymmetric neckline and long sleeves.,59.9,USD,WOMAN,172332.3,1
139789,Aisle,1,Clothing,Yes,1094,Zara,316900618-809-2,WOOL AND CASHMERE BLEND RIB SWEATER,Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.,69.9,USD,WOMAN,76470.6,1
118569,Aisle,1,Clothing,Yes,994,Zara,313890645-330-2,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,Sweater made with 31% wool and 28% alpaca. Round neck and long sleeves.,49.9,USD,WOMAN,49600.6,1
155848,End-cap,1,Clothing,No,1942,Zara,324597432-800-2,MOCK NECK WOOL AND SILK BLEND KNIT TOP,Wool and silk blend top. High collar and long sleeves.,49.9,USD,WOMAN,96905.8,1
152563,Front of Store,1,Clothing,Yes,2572,Zara,313890686-731-2,CASHMERE BLEND KNIT SWEATER,Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.,169.0,USD,WOMAN,434668.0,1
115153,Aisle,1,Clothing,No,1736,Zara,313890650-712-2,ALPACA BLEND OPEN KNIT SWEATER,Sweater made with 63% alpaca. Round neck and long sleeves.,79.9,USD,WOMAN,138706.40000000002,1
125938,Aisle,1,Clothing,Yes,1204,Zara,313890680-450-2,OVERSIZED KNIT SWEATER,Sweater made with 20% wool and 17% alpaca. Crew neck and long sleeves. Tonal rib trim.,49.9,USD,WOMAN,60079.6,1
122809,End-cap,1,Clothing,Yes,1592,Zara,344575855-982-2,WOOL BLEND KNIT SWEATER,Sweater made with 31% wool. Round neck and long sleeves. Rib trim.,49.9,USD,WOMAN,79440.8,1
181502,Front of Store,1,Clothing,No,2591,Zara,323175653-803-2,SOFT JEWEL SWEATER,Sweater made of soft touch fabric. Round neckline with jewel appliqués and long sleeves.,39.9,USD,WOMAN,103380.9,1
182779,End-cap,1,Clothing,Yes,2097,Zara,324814227-400-2,FAUX FUR JEWEL SWEATER,Round neck short sleeve sweater. Soft feel faux fur fabric. Jewel appliqués.,35.9,USD,WOMAN,75282.3,1
155674,Front of Store,1,Clothing,No,897,Zara,323218942-800-2,METAL BEAD KNIT SWEATER,Round neck long sleeve sweater. Side slit at hem with metal bead appliqués.,49.9,USD,WOMAN,44760.299999999996,1
182866,Aisle,1,Clothing,Yes,1552,Zara,313890656-800-2,KNIT SWEATER WITH BUTTONS,Basic sweater with round neck and long sleeves. Side button details at shoulders.,39.9,USD,WOMAN,61924.799999999996,1
148230,Front of Store,1,Clothing,No,2494,Zara,321480271-802-2,JEWEL KNIT SWEATER,Round neck sweater with jewel appliqués and long sleeves. Back opening with button closure.,59.9,USD,WOMAN,149390.6,1
126979,Front of Store,1,Clothing,No,2141,Zara,311297787-806-1,KNIT SWEATER WITH PIPING,Round neck long sleeve sweater. Contrasting piping detail. Rib trim.,49.9,USD,WOMAN,106835.9,1
135521,End-cap,1,Clothing,Yes,2835,Zara,322677494-446-1,FINE KNIT CROP SWEATER,Cropped fine knit sweater with round neck and long sleeves.,39.9,USD,WOMAN,113116.5,1
185809,End-cap,1,Clothing,No,622,Zara,313890688-330-1,KNIT SWEATER WITH RIPS,Round neck long sleeve sweater. Openwork detail with rips.,49.9,USD,WOMAN,31037.8,1
171520,End-cap,1,Clothing,Yes,2901,Zara,322451460-800-1,GATHERED WAIST KNIT SWEATER,Round neck long sleeve sweater. Fitted waist with side ruching.,47.9,USD,WOMAN,138957.9,1
122926,End-cap,1,Clothing,No,867,Zara,319465261-800-2,KNIT V-NECK SWEATER,V-neck sweater with long sleeves. Rib trim.,45.9,USD,WOMAN,39795.299999999996,1
150953,Front of Store,1,Clothing,Yes,2434,Zara,317331009-312-2,BASIC FOIL KNIT SWEATER,Round neck long sleeve sweater. Rib trim.,35.9,USD,WOMAN,87380.59999999999,1
115873,End-cap,1,Clothing,Yes,2606,Zara,311297400-803-1,CONTRAST TOPSTITCHING CROP KNIT SWEATER,V-neck cropped sweater with long sleeves. Front patch pockets. Contrast topstitching.,59.9,USD,WOMAN,156099.4,1
115581,Aisle,1,Clothing,Yes,2728,Zara,336449779-104-1,STRIPED CROP KNIT SWEATER,Long sleeve high collar cropped sweater. Frayed hem.,47.9,USD,WOMAN,130671.2,1
183634,Front of Store,1,Clothing,Yes,2778,Zara,324593343-043-2,BASIC KNIT SWEATER,Long sleeve round neck sweater. Side vents at hem. Rib trim.,27.9,USD,WOMAN,77506.2,1
122484,Aisle,1,Clothing,Yes,558,Zara,319473750-809-1,V-NECK KNIT SWEATER,V-neck sweater with long sleeves. Side vents at hem.,47.9,USD,WOMAN,26728.2,1
183574,Aisle,1,Clothing,Yes,1752,Zara,331789902-808-1,FOIL KNIT CROP SWEATER,Ribbed sweater with round neck and long sleeves. Ripped hem.,47.9,USD,WOMAN,83920.8,1
185307,Front of Store,1,Clothing,Yes,2743,Zara,300250126-401-2,BASIC 100% WOOL SWEATER,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,7.99,USD,WOMAN,21916.57,1
118719,End-cap,1,Clothing,Yes,1669,Zara,320052978-401-2,COLORBLOCK KNIT CROP SWEATER,Short sweater with round neck and long sleeves.,45.9,USD,WOMAN,76607.09999999999,1
134788,Front of Store,1,Clothing,No,2179,Zara,324722597-400-2,FINE KNIT SWEATER,V-neck sweater with long sleeves.,45.9,USD,WOMAN,100016.09999999999,1
140142,Front of Store,1,Clothing,No,606,Zara,328207551-500-2,KNIT OPEN BACK PEARLY SWEATER,High collar sweater with long sleeves. Open back detail and pearl appliqués. Back button closure.,49.9,USD,WOMAN,30239.399999999998,1
153997,End-cap,1,Clothing,Yes,1608,Zara,318131967-800-2,KNIT PEARL SWEATER,Round neck long sleeve sweater. Tonal pearl appliqués and open back with tie.,45.9,USD,WOMAN,73807.2,1
123230,Aisle,1,Clothing,Yes,880,Zara,324027512-064-2,STRIPED TEXTURED OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,USD,MAN,61512.00000000001,1
154676,Aisle,1,Clothing,No,943,Zara,311292623-712-97,FLEECE OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,69.9,USD,MAN,65915.70000000001,1
152985,Aisle,1,Clothing,Yes,1049,Zara,319162032-064-2,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,89.9,USD,MAN,94305.1,1
175584,Front of Store,1,Clothing,No,2084,Zara,324908098-800-38,BAGGY FIT JEANS LIMITED EDITION,Baggy jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,MAN,145671.6,1
147491,End-cap,1,Clothing,No,1563,Zara,326540983-802-36,BAGGY BELTED JEANS,Baggy jeans. Self belt at waist. Front pockets and back patch pockets. Washed effect. Front button closure.,59.9,USD,MAN,93623.7,1
198283,End-cap,1,Clothing,Yes,1558,Zara,315836999-406-34,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,MAN,108904.20000000001,1
141547,End-cap,1,Clothing,No,1426,Zara,315738965-802-34,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,MAN,99677.40000000001,1
156342,Front of Store,1,Clothing,Yes,1466,Zara,311287318-400-38,FLARED FIT CARGO JEANS,Flared jeans. Patch pockets with flaps at hip. Patch pocket appliqués at legs. Washed effect. Adjustable hem with zippers. Front zipper and crossover button closure.,109.0,USD,MAN,159794.0,1
186083,End-cap,1,Clothing,Yes,624,Zara,312393140-406-2,PLEATED WIDE FIT JEANS,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,49.9,USD,MAN,31137.6,1
171776,Aisle,1,Clothing,No,1685,Zara,275600408-400-2,DENIM SHIRT,Relaxed fit shirt made of denim fabric. Lapel collar and short sleeves. Chest patch pocket. Washed effect. Front button closure.,12.99,USD,MAN,21888.15,1
134429,Aisle,1,Clothing,No,2914,Zara,311303003-407-38,RIPPED STRAIGHT FIT JEANS,Straight fit jeans. Five pockets. Washed effect with rips at legs. Front button closure.,69.9,USD,MAN,203688.6,1
172816,Aisle,1,Clothing,Yes,1524,Zara,311307250-710-3,TEXTURED SWEATER,Sweater made of 30% wool thread. Round neck and long sleeves. Rib trim.,69.9,USD,MAN,106527.6,1
136272,End-cap,1,Clothing,Yes,2887,Zara,267195405-500-3,PURL KNIT SWEATER,High collar sweater with front zipper. Long sleeves. Rib trim.,12.99,USD,MAN,37502.13,1
193227,End-cap,1,Clothing,Yes,1778,Zara,317894313-707-3,BRAIDED COLOR BLOCK SWEATER,Round neck long sleeve full cut sweater. Rib trim.,69.9,USD,MAN,124282.20000000001,1
165786,End-cap,1,Clothing,Yes,1278,Zara,315075917-803-2,CONTRAST INTERIOR SWEATER,Cotton blend sweater. Round neck and long sleeves. Contrast interior. Rib trim.,59.9,USD,MAN,76552.2,1
174708,Front of Store,1,Clothing,Yes,529,Zara,317889153-700-3,ABSTRACT JACQUARD SWEATER,Full cut cotton knit sweater. Round neck and long sleeves. Rib trim.,59.9,USD,MAN,31687.1,1
142257,Aisle,1,Clothing,Yes,1180,Zara,315241755-800-2,BASIC SLIM FIT T-SHIRT,Slim fit shirt. Round neck and short sleeves.,19.9,USD,MAN,23482.0,1
126146,Aisle,1,Clothing,No,2759,Zara,320326523-707-2,CROPPED WASHED T-SHIRT,Cropped fit T-shirt with round neck and short sleeves. Contrasting front and back prints. Washed effect.,39.9,USD,MAN,110084.09999999999,1
129134,Aisle,1,Clothing,Yes,1831,Zara,316715458-250-2,BASIC HEAVYWEIGHT T-SHIRT,Roomy T-shirt made of dense cotton. Round neck and short sleeves.,29.9,USD,MAN,54746.899999999994,1
129898,End-cap,1,Clothing,No,1866,Zara,322677489-800-2,HEART PRINT T-SHIRT,Boxy fit T-shirt with round neck and short sleeves. Contrasting prints at shoulder and back.,39.9,USD,MAN,74453.4,1
189692,End-cap,1,Clothing,No,1553,Zara,330077856-251-2,TEXT T-SHIRT,Boxy fit T-shirt. Round neck and short sleeves. Velvet effect print with contrast text.,39.9,USD,MAN,61964.7,1
154846,End-cap,1,Clothing,No,917,Zara,328232452-898-2,PRINTED CROPPED FIT SHIRT LIMITED EDITION,Cropped shirt. Round neckline. Contrasting front print. Washed effect. Irregular trim.,39.9,USD,MAN,36588.299999999996,1
122307,End-cap,1,Clothing,No,702,Zara,317230892-251-3,RIBBED KNIT T-SHIRT,Cotton knit tank top. Round neck with front button closure. Rib trim.,49.9,USD,MAN,35029.799999999996,1
182099,Aisle,1,Clothing,No,1978,Zara,330478123-712-2,OVERSIZE FIT T-SHIRT,Oversized T-shirt. Round neck and short sleeves.,39.9,USD,MAN,78922.2,1
159816,Front of Store,1,Clothing,Yes,1961,Zara,318255748-250-2,BASIC MEDIUM WEIGHT T-SHIRT,Regular fit T-shirt. Round neck and short sleeves.,27.9,USD,MAN,54711.899999999994,1
165326,Aisle,1,Clothing,No,1188,Zara,319334069-712-2,STRUCTURED TEXT T-SHIRT,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,45.9,USD,MAN,54529.2,1
185154,Aisle,1,Clothing,No,996,Zara,311307261-712-2,ABSTRACT PRINT T-SHIRT,Full cut T-shirt with crew neck and short sleeves. Contrasting front and back prints. Washed effect.,39.9,USD,MAN,39740.4,1
141330,Aisle,1,Clothing,Yes,1915,Zara,323216369-922-2,RAISED TEXT T-SHIRT LIMITED EDITION,Full cut T-shirt with round neck and short sleeves. Front tonal raised text. Washed effect.,39.9,USD,MAN,76408.5,1
158958,End-cap,1,Clothing,No,903,Zara,320111404-428-2,RIBBED KNIT T-SHIRT,Cropped fit knit shirt. Round neck and long sleeves. Washed effect.,45.9,USD,MAN,41447.7,1
155010,Aisle,1,Clothing,Yes,729,Zara,328232445-800-2,SEMI-SHEER KNIT SHIRT LIMITED EDITION,Slim fit shirt made of wrinkle effect fabric. Round neck and long sleeves.,45.9,USD,MAN,33461.1,1
135857,Aisle,1,Clothing,Yes,2045,Zara,311297550-251-2,VISCOSE BLEND KNIT T-SHIRT,Knit shirt in viscose blend fabric. Mock neck and short sleeves. Rib trim.,45.9,USD,MAN,93865.5,1
147690,Aisle,1,Clothing,No,881,Zara,322909502-819-2,STRIPED JACQUARD T-SHIRT,Relaxed fit T-shirt with round neck and short sleeves.,39.9,USD,MAN,35151.9,1
130321,End-cap,1,Clothing,No,2093,Zara,320071210-802-2,ABSTRACT PRINT KNIT T-SHIRT,Cotton knit T-shirt. Round neck and short sleeves.,39.9,USD,MAN,83510.7,1
